# Menger AMI registry — one line per build, newest last
# Format: region<TAB>ami-id<TAB>name<TAB>timestamp-UTC
eu-central-1	ami-055232f1589fd0793	menger-nvidia-dev-20260330-131655	2026-03-30T13:16:55Z
eu-central-1	ami-0b5724ccccbd29751	menger-nvidia-dev-20260331-103218	2026-03-31T10:32:18Z
